committed	source	w	h	source_w	source_h	distance
assets/img/projects/starfish-covered-porch-hero.jpg	assets/img/projects/starfish-vacation-home/starfish-vacation-home-06.jpg	2000	1333	2048	1365	4e-05
assets/img/projects/starfish-kitchen-blue-granite-island.jpg	assets/img/projects/starfish-vacation-home/starfish-vacation-home-17.jpg	1400	933	2048	1365	0.00014
assets/img/projects/starfish-kitchen-lantern-pendants.jpg	assets/img/projects/starfish-vacation-home/starfish-vacation-home-12.jpg	1400	933	2048	1365	0.0002
assets/img/projects/starfish-living-room-slate-blue-fireplace.jpg	assets/img/projects/starfish-vacation-home/starfish-vacation-home-07.jpg	1400	933	2048	1365	0.00015
assets/img/projects/starfish-primary-bath-navy-subway-shower.jpg	assets/img/projects/starfish-vacation-home/starfish-vacation-home-37.jpg	1400	1961	1462	2048	0.0013
assets/img/projects/starfish-primary-bedroom-canopy-bed.jpg	assets/img/projects/starfish-vacation-home/starfish-vacation-home-38.jpg	1400	933	2048	1365	0.00011
assets/img/projects/starfish-sofa-cable-rail-staircase.jpg	assets/img/projects/starfish-vacation-home/starfish-vacation-home-11.jpg	1400	1961	750	1051	0.00088
assets/img/projects/starfish-upstairs-den-palm-wallpaper.jpg	assets/img/projects/starfish-vacation-home/starfish-vacation-home-28.jpg	1400	933	2048	1365	0.00018
assets/img/projects/starfish-window-seat-cane-panel.jpg	assets/img/projects/starfish-vacation-home/starfish-vacation-home-08.jpg	1400	1750	1638	2048	0.00018
assets/img/projects/sunstream-bath-arched-windows-shower.jpg	assets/img/projects/sunstream-bath/sunstream-bath-02.jpg	1400	1750	1638	2048	0.00022
assets/img/projects/sunstream-bath-capiz-chandelier-cover.jpg	assets/img/projects/sunstream-bath/sunstream-bath-01.jpg	800	533	2048	1365	0.0002
assets/img/projects/sunstream-bath-capiz-chandelier-hero-1400.jpg	assets/img/projects/sunstream-bath/sunstream-bath-01.jpg	1400	933	2048	1365	9e-05
assets/img/projects/sunstream-bath-capiz-chandelier-hero-800.jpg	assets/img/projects/sunstream-bath/sunstream-bath-01.jpg	800	533	2048	1365	0.00017
assets/img/projects/sunstream-bath-capiz-chandelier-hero.jpg	assets/img/projects/sunstream-bath/sunstream-bath-01.jpg	2000	1333	2048	1365	7e-05
assets/img/projects/sunstream-bath-capiz-shell-pendant.jpg	assets/img/projects/sunstream-bath/sunstream-bath-12.jpg	1400	2099	1707	2560	0.00084
assets/img/projects/sunstream-bath-champagne-bronze-faucet.jpg	assets/img/projects/sunstream-bath/sunstream-bath-17.jpg	1400	933	2048	1365	0.00014
assets/img/projects/sunstream-bath-circle-diamond-tile.jpg	assets/img/projects/sunstream-bath/sunstream-bath-14.jpg	1400	2099	1707	2560	0.00076
assets/img/projects/sunstream-bath-dusty-blue-double-vanity.jpg	assets/img/projects/sunstream-bath/sunstream-bath-05.jpg	1400	933	2048	1365	0.00012
assets/img/projects/sunstream-bath-herringbone-floor.jpg	assets/img/projects/sunstream-bath/sunstream-bath-06.jpg	1400	933	2048	1365	0.00012
assets/img/projects/sunstream-bath-penny-round-niche.jpg	assets/img/projects/sunstream-bath/sunstream-bath-11.jpg	1400	1960	1463	2048	0.00033
assets/img/projects/sunstream-bath-reeded-walnut-linen-tower.jpg	assets/img/projects/sunstream-bath/sunstream-bath-19.jpg	1400	2099	1707	2560	0.00017
assets/img/projects/sunstream-bath-tub-walnut-bench-niche.jpg	assets/img/projects/sunstream-bath/sunstream-bath-20.jpg	1400	2099	1707	2560	0.00039
assets/img/projects/sunstream-bath-vanity-from-tub-side.jpg	assets/img/projects/sunstream-bath/sunstream-bath-03.jpg	1400	1750	1638	2048	0.00029
assets/img/projects/takoma-park-blue-library-picture-lights.jpg	assets/img/projects/takoma-park-md/takoma-park-md-07.jpg	1400	1867	2048	2731	0.00029
assets/img/projects/takoma-park-brass-bottle-shelf.jpg	assets/img/projects/takoma-park-md/takoma-park-md-01.jpg	1400	1867	2048	2731	0.0001
assets/img/projects/takoma-park-breakfast-nook-banquette.jpg	assets/img/projects/takoma-park-md/takoma-park-md-11.jpg	1400	1867	2048	2731	7e-05
assets/img/projects/takoma-park-coffee-table-vignette.jpg	assets/img/projects/takoma-park-md/takoma-park-md-04.jpg	1400	1867	2048	2731	0.00012
assets/img/projects/takoma-park-cubby-bookcase-botanical.jpg	assets/img/projects/takoma-park-md/takoma-park-md-12.jpg	1400	1867	2048	2731	0.00012
assets/img/projects/takoma-park-green-wet-bar.jpg	assets/img/projects/takoma-park-md/takoma-park-md-10.jpg	1400	1050	2048	1536	0.00168
assets/img/projects/takoma-park-living-room-stone-fireplace.jpg	assets/img/projects/takoma-park-md/takoma-park-md-05.jpg	1400	1050	2048	1536	0.00239
assets/img/projects/takoma-park-open-lower-level.jpg	assets/img/projects/takoma-park-md/takoma-park-md-16.jpg	1400	1050	2048	1536	0.00212
assets/img/projects/takoma-park-quatrefoil-fireplace-cover.jpg	assets/img/projects/takoma-park-md/takoma-park-md-14.jpg	800	600	2048	1536	5e-05
assets/img/projects/takoma-park-quatrefoil-fireplace-hero-1400.jpg	assets/img/projects/takoma-park-md/takoma-park-md-14.jpg	1400	1050	2048	1536	0.0011
assets/img/projects/takoma-park-quatrefoil-fireplace-hero-800.jpg	assets/img/projects/takoma-park-md/takoma-park-md-14.jpg	800	600	2048	1536	5e-05
assets/img/projects/takoma-park-quatrefoil-fireplace-hero.jpg	assets/img/projects/takoma-park-md/takoma-park-md-14.jpg	2000	1500	2048	1536	0.0003
assets/img/projects/takoma-park-quatrefoil-tile-oak-built-ins.jpg	assets/img/projects/takoma-park-md/takoma-park-md-15.jpg	1400	1050	2048	1536	0.00203
assets/img/projects/takoma-park-stair-bench-green-velvet.jpg	assets/img/projects/takoma-park-md/takoma-park-md-02.jpg	1400	1867	2048	2731	6e-05
assets/img/projects/vue-point-bath-gold-mirror-vanity.jpg	assets/img/projects/vue-point/vue-point-62.jpg	1400	1960	2400	3360	9e-05
assets/img/projects/vue-point-bedroom-canopy-hero-1400.jpg	assets/img/projects/vue-point/vue-point-41.jpg	1400	933	2400	1600	0.00115
assets/img/projects/vue-point-bedroom-canopy-hero-800.jpg	assets/img/projects/vue-point/vue-point-41.jpg	800	533	2400	1600	0.00323
assets/img/projects/vue-point-bedroom-canopy-hero.jpg	assets/img/projects/vue-point/vue-point-41.jpg	2000	1333	2400	1600	0.00054
assets/img/projects/vue-point-bedroom-leather-pillows.jpg	assets/img/projects/vue-point/vue-point-47.jpg	1400	1750	2400	3000	0.00016
assets/img/projects/vue-point-bedroom-moulding-panel-wall-hero-1400.jpg	assets/img/projects/vue-point/vue-point-60.jpg	1400	933	2400	1600	0.00076
assets/img/projects/vue-point-bedroom-moulding-panel-wall-hero-800.jpg	assets/img/projects/vue-point/vue-point-60.jpg	800	533	2400	1600	0.00216
assets/img/projects/vue-point-bedroom-moulding-panel-wall-hero.jpg	assets/img/projects/vue-point/vue-point-60.jpg	2000	1333	2400	1600	0.00046
assets/img/projects/vue-point-bedroom-moulding-panel-wall.jpg	assets/img/projects/vue-point/vue-point-60.jpg	1400	933	2400	1600	0.00076
assets/img/projects/vue-point-bedroom-steel-canopy-bed.jpg	assets/img/projects/vue-point/vue-point-41.jpg	1400	933	2400	1600	0.00115
assets/img/projects/vue-point-dining-room-herringbone-panel.jpg	assets/img/projects/vue-point/vue-point-13.jpg	1400	933	2400	1600	0.0009
assets/img/projects/vue-point-kitchen-brass-inlay-backsplash.jpg	assets/img/projects/vue-point/vue-point-12.jpg	1400	2100	2400	3600	0.00026
assets/img/projects/vue-point-kitchen-waterfall-islands.jpg	assets/img/projects/vue-point/vue-point-02.jpg	1400	933	2400	1600	0.00052
assets/img/projects/vue-point-living-room-fireplace-cover.jpg	assets/img/projects/vue-point/vue-point-31.jpg	800	533	2400	1600	0.00103
assets/img/projects/vue-point-living-room-fireplace-hero-1400.jpg	assets/img/projects/vue-point/vue-point-31.jpg	1400	933	2400	1600	0.00039
assets/img/projects/vue-point-living-room-fireplace-hero-800.jpg	assets/img/projects/vue-point/vue-point-31.jpg	800	533	2400	1600	0.0008
assets/img/projects/vue-point-living-room-fireplace-hero.jpg	assets/img/projects/vue-point/vue-point-31.jpg	2000	1333	2400	1600	0.00021
assets/img/projects/vue-point-living-room-marble-table.jpg	assets/img/projects/vue-point/vue-point-30.jpg	1400	1960	2400	3360	2e-05
assets/img/projects/vue-point-navy-cabinetry-brass-pulls.jpg	assets/img/projects/vue-point/vue-point-18.jpg	1400	1960	2400	3360	3e-05
assets/img/projects/vue-point-office-steel-reeded-door.jpg	assets/img/projects/vue-point/vue-point-23.jpg	1400	1960	2400	3360	4e-05
